Title,URL handle,Description,Vendor,Product category,Type,Column2,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,yamaha-viking-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-YAM-VIKING-3S-PR,,Seat Capacity,3-Seater,Build Tier,Pro Series Cage,,,3099,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Yamaha Viking Custom Cage by Axle & Arc Fab,"Custom Yamaha Viking roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,yamaha-viking-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-YAM-VIKING-6S-TR,,Seat Capacity,6-Seater / Crew,Build Tier,Trail Series Cage,,,2199,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Yamaha Viking Custom Cage by Axle & Arc Fab,"Custom Yamaha Viking roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,yamaha-viking-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-YAM-VIKING-6S-RF,,Seat Capacity,6-Seater / Crew,Build Tier,Reinforced Series Cage,,,2999,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Yamaha Viking Custom Cage by Axle & Arc Fab,"Custom Yamaha Viking roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,yamaha-viking-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-YAM-VIKING-6S-PR,,Seat Capacity,6-Seater / Crew,Build Tier,Pro Series Cage,,,3999,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Yamaha Viking Custom Cage by Axle & Arc Fab,"Custom Yamaha Viking roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
Yamaha Wolverine X/RMAX Custom Cage,yamaha-wolverine-custom-cage,"The Axle & Arc Fab cage for the Yamaha Wolverine X/RMAX platform brings the perfect combination of strength, clean lines, and rider-built design. Whether you ride tight woods, rocky climbs, dunes, or high-speed open terrain, this cage is engineered to deliver real protection, real fitment, and the kind of craftsmanship that only comes from a team that rides the same way you do.

Every cage starts with raw DOM steel, precision-cut and mandrel-bent for accuracy and consistency across every machine. The fitment is tight, the lines are clean, and the geometry is designed to build confidence on every ride.

AVAILABLE BUILD TIERS

TRAIL SERIES CAGE (Build 1)
Our clean, stronger-than-stock upgrade. Simple, durable, and designed for everyday riders who want better protection and better style than OEM.

REINFORCED SERIES CAGE (Build 2)
Enhanced triangulation, added bracing, and reinforced structure offer superior rollover strength. A perfect middle-ground for aggressive recreational riders.

PRO SERIES CAGE (Build 3)
Maximum strength, premium structure, and competition-inspired tubing layout. Built for riders who push limits and want the strongest configuration available for the Yamaha Wolverine X/RMAX platform.

STANDARD FINISH: RAW STEEL
All cages are delivered in raw steel so you can choose your own powder coat or custom finish. Powder coat and coating for add-ons are available separately through Axle & Arc Fab’s customization menu.

OPTIONAL ADD-ONS
Your Yamaha Wolverine X/RMAX cage can be customized further with our full Axle & Arc Fab lineup of roofs, doors, intrusion bars, tube beds, trunk systems, roof racks, grab handles, windshield frames, safety upgrades, audio mounts, storage solutions, and more.

Your machine. Your build. Your therapy. Every Axle & Arc Fab cage is built for riders who expect more from their machine — and the people who build it.
",Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-YAM-WOLVER-2S-TR,,Seat Capacity,2-Seater,Build Tier,Trail Series Cage,,,1499,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Yamaha Wolverine X2 / X4 Custom Cage by Axle & Arc Fab,"Custom Yamaha Wolverine X2 / X4 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,yamaha-wolverine-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-YAM-WOLVER-2S-RF,,Seat Capacity,2-Seater,Build Tier,Reinforced Series Cage,,,1999,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Yamaha Wolverine X2 / X4 Custom Cage by Axle & Arc Fab,"Custom Yamaha Wolverine X2 / X4 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,yamaha-wolverine-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-YAM-WOLVER-2S-PR,,Seat Capacity,2-Seater,Build Tier,Pro Series Cage,,,2799,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Yamaha Wolverine X2 / X4 Custom Cage by Axle & Arc Fab,"Custom Yamaha Wolverine X2 / X4 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,yamaha-wolverine-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-YAM-WOLVER-4S-TR,,Seat Capacity,4-Seater,Build Tier,Trail Series Cage,,,1899,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Yamaha Wolverine X2 / X4 Custom Cage by Axle & Arc Fab,"Custom Yamaha Wolverine X2 / X4 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,yamaha-wolverine-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-YAM-WOLVER-4S-RF,,Seat Capacity,4-Seater,Build Tier,Reinforced Series Cage,,,2599,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Yamaha Wolverine X2 / X4 Custom Cage by Axle & Arc Fab,"Custom Yamaha Wolverine X2 / X4 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,yamaha-wolverine-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-YAM-WOLVER-4S-PR,,Seat Capacity,4-Seater,Build Tier,Pro Series Cage,,,3499,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Yamaha Wolverine X2 / X4 Custom Cage by Axle & Arc Fab,"Custom Yamaha Wolverine X2 / X4 roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
Yamaha YXZ1000R SS/SS XT-R Custom Cage,yamaha-yxz1000r-custom-cage,"The Axle & Arc Fab cage for the Yamaha YXZ1000R SS/SS XT-R platform brings the perfect combination of strength, clean lines, and rider-built design. Whether you ride tight woods, rocky climbs, dunes, or high-speed open terrain, this cage is engineered to deliver real protection, real fitment, and the kind of craftsmanship that only comes from a team that rides the same way you do.

Every cage starts with raw DOM steel, precision-cut and mandrel-bent for accuracy and consistency across every machine. The fitment is tight, the lines are clean, and the geometry is designed to build confidence on every ride.

AVAILABLE BUILD TIERS

TRAIL SERIES CAGE (Build 1)
Our clean, stronger-than-stock upgrade. Simple, durable, and designed for everyday riders who want better protection and better style than OEM.

REINFORCED SERIES CAGE (Build 2)
Enhanced triangulation, added bracing, and reinforced structure offer superior rollover strength. A perfect middle-ground for aggressive recreational riders.

PRO SERIES CAGE (Build 3)
Maximum strength, premium structure, and competition-inspired tubing layout. Built for riders who push limits and want the strongest configuration available for the Yamaha YXZ1000R SS/SS XT-R platform.

STANDARD FINISH: RAW STEEL
All cages are delivered in raw steel so you can choose your own powder coat or custom finish. Powder coat and coating for add-ons are available separately through Axle & Arc Fab’s customization menu.

OPTIONAL ADD-ONS
Your Yamaha YXZ1000R SS/SS XT-R cage can be customized further with our full Axle & Arc Fab lineup of roofs, doors, intrusion bars, tube beds, trunk systems, roof racks, grab handles, windshield frames, safety upgrades, audio mounts, storage solutions, and more.

Your machine. Your build. Your therapy. Every Axle & Arc Fab cage is built for riders who expect more from their machine — and the people who build it.
",Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-YAM-YXZ100-2S-TR,,Seat Capacity,2-Seater,Build Tier,Trail Series Cage,,,1499,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Yamaha YXZ1000R Custom Cage by Axle & Arc Fab,"Custom Yamaha YXZ1000R roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,yamaha-yxz1000r-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-YAM-YXZ100-2S-RF,,Seat Capacity,2-Seater,Build Tier,Reinforced Series Cage,,,1999,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Yamaha YXZ1000R Custom Cage by Axle & Arc Fab,"Custom Yamaha YXZ1000R roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
,yamaha-yxz1000r-custom-cage,,Axle & Arc Fab,,Custom Roll Cage,,TRUE,active,AAF-YAM-YXZ100-2S-PR,,Seat Capacity,2-Seater,Build Tier,Pro Series Cage,,,2799,,,TRUE,,,,,,shopify,100,continue,,,TRUE,manual,,,,,FALSE,Yamaha YXZ1000R Custom Cage by Axle & Arc Fab,"Custom Yamaha YXZ1000R roll cage by Axle & Arc Fab. Available in Trail, Reinforced, and Pro Series builds with raw steel finish and full add-on compatibility.",,,,,,,,,,,,,
